Preoxidant dose (mg/L),Preoxidation time (h),Disinfectant dose (mg/L),Disinfectant/DOC,Total residual chlorine (mg/L),Reaction time (h),Temperature (C),pH,Buffer concentration (mM),Bromide concentration (ug/L),DOC (mg/L),UV254 (cm-1),SUVA254,Ammonia (mg-N/L),Nitrate (mg-N/L),Nitrite (mg-N/L),DON (mg/L),DON/DOC,Preoxidant,Disinfectant,Quenching agent,Buffer,Water source,DIN,DCAN
3.9,0.5,11.7,3.0,5.000362916,72.0,25.0,7.0,10.0,20.0,3.9,0.068,1.743589744,0.02,2.0,0.084458298,0.21,0.053846154,0,0,2,4,1,2.104458298,1.443601345
0.0,0.0,8.395214087,3.727156856,4.0,168.0,20.0,7.0,1.0,225.8824105,2.252444534,0.076592361,3.40041051,0.22314,6.781982199,0.162677397,0.255418922,0.09150139,4,1,5,4,2,7.167799596,1.368883659
0.0,0.0,73.39602418,6.947340351,1.0,24.0,20.0,8.0,1000.0,0.0,2.8,0.123,4.392857143,0.0,1.09,0.0,0.14972285,0.044099806,4,1,2,3,2,1.09,0.53
0.0,0.0,9.961922211,2.375300989,2.193549001,16.0,15.0,8.0,2.0,122.8844738,4.0,0.121524718,2.961019514,0.173208333,9.260322766,0.116056099,0.335465464,0.085446067,4,1,2,3,2,9.549587198,11.30908278
1.2,1.0,40.0,4.938271605,19.45381153,168.0,20.0,7.0,19.04,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,4.586095048
0.0,0.0,6.3,1.594936709,1.0,24.0,25.0,7.79,0.0,3633.55826,3.95,0.074,1.873417722,0.081,4.818314548,0.104725298,0.907715418,0.294028411,4,1,2,0,1,5.004039846,3.116283352
2.0,0.333333333,54.12026667,7.446991228,5.384388516,24.0,20.0,8.0,53.79,300.0,3.0,0.275668588,9.188952926,0.97211,16.91195,0.295677169,0.549806159,0.140317475,5,1,7,2,2,18.179737169000003,3.242289507
0.0,0.0,4.0,1.333333333,3.808299267,24.0,20.0,7.0,17.32954545,100.0,3.0,0.003,0.1,0.4048225,4.435591489,0.249276949,0.581087359,0.163291845,4,0,2,4,0,5.089690938,1.816789556
6.0,0.5,18.05,3.008333333,6.449984701,72.0,25.0,7.0,10.0,210.0,6.0,0.07,1.166666667,0.61818,5.4,0.01,1.5,0.25,0,0,2,4,3,6.02818,2.032219226
0.0,0.0,30.0,4.807692308,14.72589379,4.0,23.0,7.0,10.0,288.0715055,6.24,0.116064,1.86,0.85,1.75,0.356112199,2.72,0.435897436,4,1,0,4,3,2.956112199,13.41596263
0.0,0.0,3.9,3.0,4.307770028,24.0,20.0,6.0,2.0,9.0,1.3,0.017,1.307692308,0.0,0.63,0.006,0.28,0.215384615,4,0,0,4,1,0.636,0.105358444
0.0,0.0,15.0,3.0,15.0,0.0,22.0,8.0,10.0,235.0212851,5.0,0.145,2.9,0.85736,4.558156099,0.265784397,0.256410256,0.051282051,4,0,7,4,3,5.6813004959999995,0.0
0.0,0.0,22.0,5.5,9.857641746,24.0,24.0,7.0,10.0,0.0,4.0,0.091,2.275,0.63099,6.994470496,0.273926496,0.86,0.215,4,1,2,4,1,7.899386991999999,8.71
0.0,0.0,200.0,57.14285714,14.4,168.0,25.0,7.0,20.0,50.83543262,3.5,0.04095,1.17,0.80316,5.223288433,0.216122199,1.04337881,0.20481396,4,0,2,2,1,6.242570632,2.5
0.0,0.0,5.0,2.631578947,5.479853554,2.0,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,0.904252421,8.489476099,0.206672099,0.17,0.089473684,4,0,7,4,1,9.600400619000002,1.371855945
0.0,0.0,40.0,4.938271605,17.6038197,72.0,20.0,7.0,12.56,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,4,1,0,4,1,0.16,2.929390181
0.0,0.0,10.0,2.0,5.007396187,8.0,22.0,6.9,10.0,0.0,5.0,0.4145,8.3,0.0,0.0,0.0,0.13,0.026,4,1,2,4,2,0.0,4.545703769
20.0,6.0,17.01,10.00588235,6.014872029,24.0,22.0,7.0,10.0,90.0,1.7,0.0391,2.3,0.02,1.61,0.35,0.08,0.047058824,2,1,7,4,1,1.98,0.584008906
0.0,0.0,10.0,2.0,5.81645345,55.0,22.0,6.9,10.0,0.0,5.0,0.4145,8.3,0.0,0.0,0.0,0.13,0.026,4,0,2,4,2,0.0,6.785100762
0.0,0.0,25.0,3.172588832,3.5,168.0,25.0,7.0,20.0,82.54530007,7.88,0.200152,2.54,0.0,13.75092415,0.193741933,0.740523421,0.134949942,4,0,2,2,2,13.944666083,8.4
0.0,0.0,20.0,2.272727273,7.198022965,3.25,22.0,6.9,10.0,0.0,8.8,0.1557,1.8,1.1,1.39,0.35,1.51,0.171590909,4,1,2,4,3,2.8400000000000003,14.19626897
0.0,0.0,7.0,2.8,4.1,168.0,25.0,7.0,20.0,99.91632376,2.5,0.034,1.36,0.28996,5.96312635,0.178303099,0.382992269,0.134837291,4,1,2,2,1,6.431389448999999,1.0
0.0,0.0,6.0,2.0,2.615437531,24.0,20.0,6.0,17.63454545,100.0,3.0,0.0078,0.26,0.25711,4.631037183,0.284830322,0.449105437,0.143647291,4,1,2,4,0,5.172977505,19.01116293
0.0,0.0,12.56652943,3.180673812,3.447118875,0.0,35.0,8.0,2.0,216.5564691,4.0,0.082649067,2.160720565,0.460075,4.529172199,0.151455376,0.518136004,0.117020322,4,1,2,3,2,5.140702575,0.0
0.0,0.0,459.1022,16.22633613,40.00159249,168.0,25.0,7.0,500.0,221.4912051,40.0,0.201,0.5025,34.44280048,10.4123,0.315061042,14.87416,0.526010977,4,1,6,4,3,45.17016152200001,34.51041965
0.0,0.0,6.7,1.709183673,1.0,24.0,25.0,7.7,0.0,4746.921461,3.92,0.068,1.734693878,0.139,4.836914548,0.106763099,0.977284899,0.319756942,4,1,2,0,1,5.082677647000001,1.560921211
0.0,0.0,72.21957064,8.560903808,1.0,24.0,20.0,8.0,1000.0,0.0,2.2,0.097,4.409090909,0.0,0.03,0.0,0.05,0.022727273,4,1,2,3,2,0.03,0.4
0.0,0.0,10.0,4.347826087,2.99462386,2.0,22.0,6.9,10.0,0.0,2.3,0.051311484,1.786920612,0.05,2.8,0.02,0.4,0.173913043,4,1,2,4,1,2.8699999999999997,2.185178428
0.0,0.0,8.0,1.6,2.442203471,7.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,1,7,4,2,0.0,7.862235033
0.0,0.0,7.0,2.341137124,3.5,168.0,25.0,7.0,20.0,113.6376853,2.99,0.043056,1.44,0.18102,9.608360251,0.208075865,0.372890654,0.121106056,4,1,2,2,1,9.997456116,2.733333333
0.0,0.0,10.0,3.164556962,6.6,168.0,25.0,7.0,20.0,69.87012144,3.16,0.03792,1.2,0.28207,7.34299635,0.19403,0.46956486,0.128161242,4,1,2,2,1,7.81909635,0.7
0.0,0.0,31.72811,6.110921582,1.0,24.0,20.0,8.0,1000.0,0.0,1.3,0.075,5.769230769,0.0,0.59,0.0,0.123220799,0.074714141,4,1,2,3,2,0.59,0.36
0.0,0.0,80.0,7.766990291,60.96356004,24.0,25.0,7.0,20.0,112.1104319,10.3,0.116,1.126213592,0.3,6.0942,0.3,4.3,0.417475728,4,1,2,4,3,6.6941999999999995,2.686406717
1.4,0.108333333,8.549228119,2.987043318,3.921660558,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.160155,10.2079205,0.134904794,0.215922481,0.06216815,2,0,5,4,1,10.502980294,0.499729189
0.0,0.0,213.0,27.30769231,24.44356897,168.0,25.0,7.0,20.0,42.0,7.8,0.0624,0.8,0.3,7.71,0.04,2.482073,0.283773958,4,0,2,2,3,8.049999999999999,6.464869492
1.0,0.5,27.97,5.17962963,5.938655878,24.0,22.0,7.0,10.0,30.0,5.4,0.1296,2.4,0.09,0.94,0.21,0.52,0.096296296,0,1,7,4,1,1.24,1.316922746
0.0,0.0,1.95,1.5,3.141898211,24.0,20.0,7.0,2.0,9.0,1.3,0.017,1.307692308,0.0,0.63,0.006,0.28,0.215384615,4,1,0,4,1,0.636,1.453634293
1.0,0.5,40.1,5.207792208,18.3193795,24.0,22.0,7.0,10.0,210.8456682,7.7,0.1078,1.4,0.4,4.9,0.76,10.51,1.364935065,0,1,7,4,3,6.0600000000000005,2.238648297
0.0,0.0,8.0,1.6,0.856637293,24.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,1,7,4,2,0.0,8.43577045
0.0,0.0,15.38943146,3.940619926,3.487351102,1.0,50.0,8.0,2.0,203.8459696,4.0,0.084984126,2.252851119,0.487313636,4.061216099,0.129122571,0.499835346,0.123819218,4,1,2,3,2,4.677652306,31.31407265
0.0,0.0,9.39,3.0,4.263457606,80.95859524,25.0,7.0,20.015,0.0,3.13,0.0064,0.204472843,0.58,0.6,0.005,0.34,0.108626198,4,0,2,4,2,1.1849999999999998,3.251493837
0.0,0.0,10.5,3.0,4.288481388,168.0,25.0,7.2,10.0,0.0,3.5,0.0091,0.26,0.42076,6.288550496,0.164446099,0.665,0.19,4,0,2,4,1,6.873756595000001,0.361864681
0.0,0.0,12.0,3.0,10.49802044,3.0,25.0,7.2,10.0,0.0,4.0,0.1132,2.83,0.599146667,9.0828,0.167744894,0.24,0.06,4,0,2,4,2,9.849691561,0.243579249
2.8,0.045238095,23.60686144,4.395600852,4.851896312,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.87836,35.10376039,0.243204772,0.415575871,0.115299344,2,1,5,4,1,36.225325162,8.579155773
0.0,0.0,71.98669528,7.944441527,1.0,24.0,20.0,8.0,1000.0,0.0,2.6,0.081,3.115384615,0.0,0.01,0.0,0.1,0.038461538,4,1,2,3,2,0.01,0.34
0.0,0.0,20.0,10.52631579,4.622916752,0.666666667,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,1.157814921,4.1131,0.216524121,0.17,0.089473684,4,1,7,4,1,5.487439042,0.847408231
0.0,0.0,26.8,4.785714286,4.842730963,24.0,24.0,7.0,10.0,0.0,5.6,0.123,2.196428571,0.73661,3.044238298,0.119351397,0.53,0.094642857,4,1,2,4,1,3.9001996949999995,6.52
0.0,0.0,50.0,4.854368932,30.91114693,24.0,25.0,7.0,20.0,110.9504319,10.3,0.116,1.126213592,0.3,5.4017,0.3,4.3,0.417475728,4,1,2,4,3,6.0017,5.019667853
0.0,0.0,11.89441856,3.432571,4.0,168.0,20.0,7.0,1.0,129.6616402,3.465163156,0.123651485,3.568417413,0.199865,12.0495722,0.166238695,0.227974167,0.051845881,4,1,5,4,2,12.415675895000001,2.010354336
0.0,0.0,8.142277889,3.152248924,4.0,168.0,20.0,7.0,1.0,168.2388637,2.583006001,0.065819001,2.548155154,0.12558,3.410948865,0.080251397,0.328935686,0.101542331,4,1,5,4,2,3.616780262,15.07057359
0.0,0.0,2.85,3.0,4.63461335,72.0,25.0,7.205666667,29.065,0.0,0.95,0.02242,2.36,0.44472,11.64596489,0.261152044,0.17,0.178947368,4,0,2,4,0,12.351836934,0.399991013
0.0,0.0,74.2535238,10.46596105,1.0,24.0,20.0,8.0,1000.0,0.0,1.1,0.045,4.090909091,0.0,0.05,0.0,0.02,0.018181818,4,1,2,3,2,0.05,0.35
2.2,0.031818182,22.44886034,4.275747866,4.547019216,72.0,20.0,7.0,5.0,851.2,4.0,0.24,6.0,0.89505,32.6671483,0.292775871,0.417597352,0.116231797,5,1,5,4,1,33.854974171,3.433395974
0.0,0.0,20.0,1.941747573,8.651517877,24.0,25.0,8.0,20.0,415.4867208,10.3,0.116,1.126213592,0.3,6.504872766,0.3,4.3,0.417475728,4,1,2,3,3,7.104872766,7.257532321
0.0,0.0,5.0,2.074688797,1.144681951,72.0,20.0,8.0,10.0,8.0,2.41,0.065,2.697095436,0.06,4.156418298,0.102945496,0.347240534,0.113349887,4,1,6,4,1,4.319363794,0.879840834
0.0,0.0,72.83043132,7.098129995,1.0,24.0,20.0,8.0,1000.0,0.0,3.4,0.123,3.617647059,0.0,0.18,0.0,0.08,0.023529412,4,1,2,3,2,0.18,0.0
0.0,0.0,78.00211583,9.435729505,1.0,24.0,20.0,8.0,1000.0,0.0,2.5,0.016,0.64,0.0,0.0,0.0,0.04,0.016,4,1,2,3,2,0.0,0.32
0.0,0.0,6.0,2.0,1.864650315,72.0,20.2,8.0,40.0,0.0,3.0,0.12,4.0,0.223652082,12.74421887,0.173943298,0.210303085,0.052314402,4,1,2,3,2,13.141814249999998,5.208324465
0.0,0.0,33.72365714,6.518545457,1.0,24.0,20.0,8.0,1000.0,0.0,1.3,0.055,4.230769231,0.001,0.0,0.0,0.12,0.092307692,4,1,2,3,2,0.001,0.25
2.8,0.083928571,8.509386098,3.004055703,3.877543097,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.167715,7.422120496,0.143484794,0.21168361,0.061127816,2,0,5,4,1,7.73332029,2.824033054
0.158034,28.86392114,6.0,2.0,2.734496506,72.0,20.67,6.5,40.0,150.0,3.0,0.12,4.0,0.176401667,13.2830783,0.228985319,0.255417017,0.066934745,6,1,2,4,2,13.688465286,6.256959651
0.0,0.0,12.0,3.0,5.799106239,168.0,25.0,7.2,10.0,0.0,4.0,0.0544,1.36,0.190803913,1.951586099,0.051274397,0.56,0.14,4,0,2,4,1,2.1936644089999997,2.0
0.0,0.0,15.0,5.0,8.117051811,72.0,22.0,7.2,10.0,71.48281482,3.0,0.072,2.4,0.28111,6.393570385,0.236275298,0.15,0.05,4,0,7,4,3,6.910955683,0.753887301
0.0,0.0,20.0,10.52631579,5.573854658,2.0,25.0,7.0,2.0,848.0,1.9,0.0247,1.3,1.111504921,4.83263,0.251931814,0.17,0.089473684,4,1,7,4,1,6.196066735,0.89588941
3.0,0.333333333,37.87804,6.138518867,4.654408012,24.0,20.0,8.0,53.83,300.0,3.0,0.275668588,9.188952926,0.97304,22.50145,0.303297169,0.434228807,0.129227881,5,1,7,2,2,23.777787169,2.554502041
0.0,0.0,10.96886859,2.654923821,2.473353007,4.0,4.0,8.0,2.0,137.9363815,4.0,0.123206861,2.942739572,0.221858333,2.991066667,0.116426869,0.314871351,0.079931246,4,1,2,3,2,3.3293518690000004,3.582174541
0.0,0.0,14.54455324,2.471914443,4.0,168.0,20.0,7.0,1.0,96.83094223,5.883922595,0.170902986,2.904575706,0.397606667,2.473284397,0.240718683,0.348267828,0.083713336,4,1,5,4,2,3.111609747,30.91871011
6.0,0.5,20.0,5.0,2.880161358,24.0,22.0,7.5,2.0,306.9767442,4.0,0.048,1.2,0.199835,3.313301064,0.144702167,0.432564319,0.099920002,0,1,2,4,1,3.6578382310000004,1.206329613
0.0,0.0,15.0,3.0,0.435372007,72.0,23.745,7.0,10.0,95.63837037,5.0,0.05,1.0,0.63,0.354609929,0.354609929,0.794675371,0.163908962,4,1,2,4,0,1.3392198579999999,16.88898057
0.0,0.0,74.95995147,9.765673379,1.0,24.0,20.0,8.0,1000.0,40.0,1.6,0.075,4.6875,0.0,0.61,0.0,0.125403003,0.050455006,4,1,2,3,2,0.61,0.31
0.0,0.0,102.14,20.0,38.23204169,168.0,25.0,7.173888889,125.925,318.3085908,5.107,0.1149075,2.25,11.42709623,7.672928182,0.84069,5.453034689,0.497360604,4,1,7,4,3,19.940714412,5.495059985
0.0,0.0,20.0,10.52631579,5.728465893,2.0,25.0,7.0,2.0,248.0,1.9,0.0247,1.3,1.092344921,4.513076099,0.251801814,0.17,0.089473684,4,1,7,4,1,5.857222834,1.109246786
0.0,0.0,5.0,1.666666667,2.027108417,24.0,20.0,7.0,9.984545455,100.0,3.0,0.0111,0.37,0.2146225,4.521270993,0.149339751,0.466817937,0.14722733,4,1,2,4,0,4.885233244,9.420775225
0.0,0.0,213.0,21.95876289,26.77083371,168.0,25.0,7.0,20.0,38.0,9.7,0.1164,1.2,9.2,0.12,0.11,3.4,0.350515464,4,0,2,2,3,9.429999999999998,10.70875291
0.0,0.0,250.0,98.03921569,18.36666667,168.0,25.0,7.0,20.0,175.7421561,2.55,0.035955,1.41,1.173178939,5.589929567,0.27993,3.1844,0.440206328,4,0,2,2,1,7.043038506,1.5
0.0,0.0,12.0,3.0,6.595392536,53.0,25.0,7.2,10.0,0.0,4.0,0.1516,3.79,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,1.981492568
0.0,0.0,54.0,4.736842105,24.2,168.0,25.0,7.0,20.0,114.4612099,11.4,0.16188,1.42,0.12,11.85061585,0.124324425,3.90395202,0.262106353,4,1,2,2,3,12.094940274999999,0.0
0.0,0.0,213.0,25.35714286,24.39287784,168.0,25.0,7.0,20.0,30.0,8.4,0.084,1.0,0.2,3.04,0.0,2.766667667,0.265370344,4,0,2,2,3,3.24,6.815516464
0.0,0.0,6.0,2.0,4.126952929,24.0,20.0,7.0,10.51954545,50.0,3.0,0.0099,0.33,0.1944225,4.571086596,0.089895552,0.468878578,0.144708419,4,0,2,4,0,4.8554046479999995,4.596146808
0.0,0.0,12.0,3.0,6.720376715,24.0,25.0,7.2,10.0,0.0,4.0,0.0532,1.33,0.52231,4.613176596,0.097489463,1.88,0.47,4,0,2,4,2,5.232976058999999,0.225106041
0.0,0.0,15.0,2.459016393,6.48222109,24.0,25.0,7.0,20.0,93.02779923,6.1,0.111,1.819672131,0.3,4.808146099,0.4,1.5,0.245901639,4,1,2,4,3,5.508146099,13.78244175
0.0,0.0,12.0,3.0,8.206214254,24.0,25.0,7.2,10.0,0.0,4.0,0.1516,3.79,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,0.887037188
0.0,0.0,12.0,3.0,3.798578259,174.0,25.0,7.2,10.0,0.0,4.0,0.0104,0.26,0.43188,6.306140496,0.183552199,0.76,0.19,4,0,2,4,1,6.921572695,0.389733591
0.0,0.0,250.0,93.98496241,15.03333333,168.0,25.0,7.0,20.0,157.0881561,2.66,0.035112,1.32,1.211645,7.310696234,0.26198,2.648435,0.402873623,4,0,2,2,1,8.784321234,1.433333333
0.0,0.0,10.0,5.341880342,7.984001533,1.0,20.0,8.2,0.0,5759.953705,1.872,0.0260208,1.39,0.2345125,5.583661631,0.367823099,0.990444694,0.372016126,4,1,7,0,1,6.18599723,2.720278527
0.0,0.0,6.0,2.0,3.874492892,24.0,25.0,7.0,2.0,100.0,3.0,0.030534689,1.280725112,0.509095,3.806299291,0.183491366,0.399810216,0.141333636,4,0,2,4,0,4.498885657000001,6.961441441
0.0,0.0,12.0,3.0,4.582379246,168.0,25.0,7.2,10.0,0.0,4.0,0.0284,0.71,0.29385,6.4568,0.132457,0.405733796,0.107445937,4,0,2,4,2,6.883107,4.12
0.0,0.0,44.388,12.12786885,8.544218842,24.0,25.0,7.0,10.0,45.8,3.66,0.076128,2.08,3.08,2.5,0.004,0.61,0.166666667,4,1,2,4,2,5.584,6.616740185
4.0,0.05125,23.88456144,4.295003788,4.81339845,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.88076,36.42336039,0.28108807,0.395435684,0.120528085,5,1,5,4,1,37.585208460000004,6.330389854
0.0,0.0,23.8,5.173913043,4.977689398,24.0,24.0,7.0,10.0,0.0,4.6,0.117,2.543478261,0.73276,4.539030496,0.105749362,0.73,0.158695652,4,1,2,4,1,5.377539858,7.1
1.2,0.018055556,8.829612483,3.007923584,3.591739538,72.0,20.0,7.0,5.0,828.7,3.2,0.1088,3.4,0.253545,6.961672695,0.272488092,0.34649189,0.116811501,5,0,5,4,1,7.4877057869999994,0.29792628
2.2,0.031818182,25.05978853,4.504376256,5.256144823,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.80916,33.68586039,0.27066807,0.423799176,0.115976241,5,1,5,4,1,34.76568846,0.551555337
0.0,0.0,400.0,134.6801347,18.8,168.0,25.0,7.0,20.0,38.09298946,2.97,0.041877,1.41,0.67533,3.721530996,0.157108562,3.327355,0.392407608,4,0,2,2,1,4.553969558,2.6
0.0,0.0,25.32125241,4.32055699,4.627581961,72.0,20.0,7.0,5.0,201.2,4.0,0.24,6.0,0.79737,31.4685761,0.265416474,0.407487381,0.106505022,4,1,5,4,1,32.531362574,10.75075666
0.0,0.0,10.0,2.702702703,4.690252043,57.0,22.0,6.9,10.0,0.0,3.7,0.0727,2.0,0.03,1.2,0.01,0.15,0.040540541,4,0,2,4,1,1.24,1.585426864
10.0,1.0,5.0,0.588235294,3.378699028,1.0,23.54,7.0,5.0,0.0,8.5,0.154824714,3.281448339,1.215792421,10.6236766,0.271234899,0.212919132,0.02504931,5,1,7,4,2,12.110703919999999,1.291656346
0.0,0.0,10.0,3.076923077,6.0,168.0,25.0,7.0,20.0,82.96635399,3.25,0.039,1.2,0.2817,6.974142449,0.203887,0.454436502,0.121817059,4,1,2,2,1,7.459729449,0.7
0.0,0.0,10.5,3.0,3.905419473,168.0,25.0,7.2,10.0,0.0,3.5,0.0805,2.3,0.080223862,4.983225,0.066773956,0.245,0.07,4,0,2,4,1,5.130222818,3.401785825
0.0,0.0,12.8,11.74311927,8.744303507,72.0,25.0,7.0,24.935,63.58461482,1.09,0.00545,0.5,0.63124,10.36401835,0.182382695,0.112,0.102752294,4,1,0,4,0,11.177641045,0.515186131
0.0,0.0,42.94856667,7.275761693,4.855588516,24.0,20.0,8.0,47.0408,300.0,3.0,0.275668588,9.188952926,0.92315,22.83935,0.298152673,0.555537522,0.143459759,4,1,7,2,2,24.060652673,6.371159322
0.0,0.0,20.1,4.02,2.7,2.0,25.0,7.0,10.0,0.0,5.0,0.150046016,2.924985932,1.4,6.6411,0.200122199,0.1373878,0.02747756,4,1,2,4,2,8.241222199000001,23.62966557
0.0,0.0,8.0,1.904761905,4.590094607,72.0,25.0,7.0,11.18,58.7,4.2,0.168,4.0,0.14147,16.28085277,0.080540142,0.183102919,0.051904199,4,0,4,4,2,16.502862912,3.6
0.0,0.0,29.52432529,5.954871642,1.0,24.0,20.0,8.0,1000.0,10.0,1.6,0.068,4.25,0.1,0.58,0.0,0.274569003,0.110231679,4,1,2,3,2,0.6799999999999999,0.0
3.0,72.0,0.0,0.0,3.060690132,0.0,20.57761905,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.346020165,0.106035596,6,2,2,4,2,2.754609929,0.0
0.0,0.0,10.0,5.0,5.44178826,168.0,20.0,8.0,13.96,139.3105382,2.0,0.033537977,1.272928075,0.26683,2.914478844,0.307226044,0.43322359,0.147030036,4,0,2,4,0,3.4885348880000002,42.30944637
0.0,0.0,4.0,1.142857143,1.0,168.0,25.0,7.0,20.0,101.0605662,3.5,0.04095,1.17,0.43875,8.622265144,0.235425794,0.451628602,0.136056268,4,1,2,2,1,9.296440938,3.7
0.0,0.0,11.48846661,2.90005282,1.936209741,72.0,25.0,8.0,2.0,97.11100076,4.0,0.088793321,2.46376949,0.26185,4.234888318,0.144230869,0.442593219,0.108394219,4,1,2,3,2,4.6409691870000005,11.25735432
1.3590924,36.60816769,6.0,2.0,3.465757139,72.0,22.90263158,6.5,40.0,0.0,3.0,0.12,4.0,0.36341,10.9408461,0.295616879,0.38195008,0.116749643,6,1,2,4,2,11.599872979,8.349584206
0.0,0.0,250.0,74.8502994,16.53333333,168.0,25.0,7.0,20.0,61.34648375,3.34,0.052104,1.56,2.003405,5.906483468,0.300722463,3.11262,0.366002819,4,0,2,2,1,8.210610931,2.166666667
2.3,0.019565217,8.859275594,3.097027607,3.633915492,72.0,20.0,7.0,5.0,828.7,3.2,0.1088,3.4,0.253645,5.544222695,0.256471691,0.338699582,0.11682942,5,0,5,4,1,6.054339386,0.225967892
0.0,0.0,74.62195418,6.810918991,1.0,24.0,20.0,8.0,1000.0,0.0,3.4,0.145,4.264705882,0.0,1.15,0.0,0.163351641,0.045100667,4,1,2,3,2,1.15,0.47
0.0,0.0,40.0,13.33333333,4.7,168.0,25.0,7.0,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,0.409042064,0.13436703,4,0,2,2,1,0.27,1.8
0.0,0.0,10.0,3.333333333,3.681539204,7.0,22.0,6.9,10.0,0.0,3.0,0.0201,0.7,0.01,8.82,0.19,0.49,0.163333333,4,1,2,4,0,9.02,5.35943604
0.0,0.0,6.0,2.0,2.339298437,24.0,20.0,7.0,12.88,500.0,3.0,0.0111,0.37,0.23746,4.572722695,0.158308949,0.498380192,0.156155463,4,1,2,4,0,4.968491644,2.408566288
0.0,0.0,8.0,1.6,0.134011999,48.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,1,7,4,2,0.0,8.043075708
0.0,0.0,74.45796114,7.308381743,1.0,24.0,20.0,8.0,1000.0,10.0,3.1,0.151,4.870967742,0.0,0.0,0.0,0.11,0.035483871,4,1,2,3,2,0.0,0.31
0.0,0.0,38.0,10.0,17.21916768,72.0,20.0,7.0,5.0,0.0,3.8,0.03078,0.81,0.629605,6.630114943,0.58309686,1.581,0.416052632,4,1,2,4,0,7.842816803,27.2
0.0,0.0,300.0,92.30769231,14.2,168.0,25.0,7.0,20.0,56.79836673,3.25,0.04615,1.42,1.30473,5.174734897,0.210058562,3.38693,0.40158928,4,0,2,2,1,6.689523459,2.7
0.0,0.0,8.0,2.666666667,2.606911962,24.0,20.0,7.0,10.15454545,100.0,3.0,0.0099,0.33,0.20973,5.781624894,0.164555024,0.473657937,0.146911965,4,1,2,4,0,6.155909918000001,3.46761946
3.3,1.0,40.0,4.938271605,26.3585898,2.0,20.0,7.0,25.13,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,1.541580543
0.0,0.0,15.0,3.0,4.404214413,48.0,25.0,7.0,10.0,0.0,5.0,0.166,3.32,0.12,0.7,0.003,0.47,0.094,4,1,2,4,2,0.823,9.259791478
0.0,0.0,72.23768064,8.619694048,1.0,24.0,20.0,8.0,1000.0,0.0,1.9,0.088,4.631578947,0.0,0.23,0.0,0.06,0.031578947,4,1,2,3,2,0.23,0.37
0.0,0.0,8.328368493,3.186650494,1.0,24.0,21.13,8.0,0.0,960.0,2.1,0.02,0.952380952,0.02,5.200172199,0.170188298,0.365914234,0.148595187,4,1,2,0,1,5.390360497,0.28
0.0,0.0,20.0,5.0,2.877336462,24.0,22.0,7.5,2.0,406.9767442,4.0,0.048,1.2,0.189805,3.394854965,0.109791671,0.45290289,0.105314662,4,1,2,4,1,3.694451636,1.446303444
0.0,0.0,28.0,3.553299492,15.0,168.0,25.0,8.3,20.0,515.0826536,7.88,0.200152,2.54,0.0,16.65888805,0.335599318,1.08630117,0.221380743,4,0,2,2,2,16.994487368,1.6
0.0,0.0,10.0,2.702702703,3.455242149,6.0,22.0,6.9,10.0,0.0,3.7,0.0727,2.0,0.03,1.2,0.01,0.15,0.040540541,4,1,2,4,1,1.24,2.591648375
0.0,0.0,20.0,1.941747573,10.86030148,6.0,25.0,7.0,20.0,388.1319474,10.3,0.116,1.126213592,0.3,6.672646099,0.3,4.3,0.417475728,4,1,2,4,3,7.272646098999999,12.64300737
0.0,0.0,10.0,4.0,3.17958569,2.0,22.0,6.9,10.0,0.0,2.5,0.104,0.4,0.01,3.69,0.01,0.53,0.212,4,1,2,4,0,3.7099999999999995,1.629453019
0.0,0.0,71.64084528,7.913012668,1.0,24.0,20.0,8.0,1000.0,0.0,3.1,0.098,3.161290323,0.0,0.08,0.0,0.08,0.025806452,4,1,2,3,2,0.08,0.0
0.0,0.0,10.0,1.386962552,4.587858837,72.0,25.0,7.0,10.0,70.24207816,7.21,0.26,3.606102635,0.15,140.0,0.06,0.451409046,0.089423483,4,0,2,4,2,140.21,0.0
