Preoxidant dose (mg/L),Preoxidation time (h),Disinfectant dose (mg/L),Disinfectant/DOC,Total residual chlorine (mg/L),Reaction time (h),Temperature (C),pH,Buffer concentration (mM),Bromide concentration (ug/L),DOC (mg/L),UV254 (cm-1),SUVA254,Ammonia (mg-N/L),Nitrate (mg-N/L),Nitrite (mg-N/L),DON (mg/L),DON/DOC,Preoxidant,Disinfectant,Quenching agent,Buffer,Water source,DIN,DCAN
0.0,0.0,12.0,3.0,10.23427864,7.0,25.0,7.2,10.0,0.0,4.0,0.0964,2.41,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,0.051058166
10.0,0.5,20.0,5.0,4.526678513,24.0,22.0,7.5,2.0,0.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,0,1,2,4,2,0.0,0.908406204
0.0,0.0,5.0,2.074688797,1.047974048,96.0,20.0,8.0,10.0,8.0,2.41,0.065,2.697095436,0.06,4.215118298,0.102645496,0.353089055,0.114546651,4,1,6,4,1,4.377763794,0.882611574
3.0,0.083333333,15.0,5.0,7.872669025,72.0,22.0,7.2,10.0,0.0,3.0,0.117,3.9,0.230846667,19.22394039,0.206273191,0.0625,0.020833333,5,0,7,4,2,19.661060248000002,1.016365251
0.0,0.0,10.0,4.0,2.997646422,37.0,22.0,6.9,10.0,0.0,2.5,0.104,0.4,0.01,3.69,0.01,0.53,0.212,4,1,2,4,0,3.7099999999999995,2.259144029
0.0,0.0,20.0,3.278688525,20.0,0.0,25.0,7.0,20.0,339.1817992,6.1,0.111,1.819672131,0.3,5.1848,0.4,1.5,0.245901639,4,1,2,4,3,5.8848,0.0
0.0,0.0,54.8,20.0,24.8509067,72.0,22.0,7.0,20.62,188.459565,2.74,0.010596878,0.386747372,0.764558571,4.233058678,0.229619453,1.922407433,0.423547725,4,1,2,4,2,5.227236702,1.0412
0.0,0.0,5.3,1.0,3.457740087,24.0,25.0,8.1,0.0,12900.0,5.3,0.079,1.490566038,0.36171,6.750594397,0.291241,2.082610343,0.321896598,4,1,3,0,3,7.403545397000001,9.781153109
0.0,0.0,3.6,3.0,0.961260684,168.0,21.75,8.0,30.0,195.0440142,1.2,0.00048,0.04,0.46622,4.252446791,0.244840496,0.611007692,0.218082494,4,1,6,4,1,4.963507287,1.160668026
0.0,0.0,7.0,3.553299492,3.7,168.0,25.0,6.0,20.0,75.44247518,1.97,0.050038,2.54,0.0,7.886665854,0.165186099,0.280853439,0.114603601,4,1,2,2,2,8.051851953,8.0
1.4,0.108333333,8.311248239,2.904954865,3.76133588,72.0,20.0,7.0,5.0,828.7,3.2,0.1088,3.4,0.15397,8.539416596,0.170350894,0.31981229,0.104976689,2,0,5,4,1,8.86373749,1.615638916
0.0,0.0,20.0,2.272727273,8.239546486,2.0,22.0,6.9,10.0,0.0,8.8,0.1557,1.8,1.1,1.39,0.35,1.51,0.171590909,4,0,2,4,3,2.8400000000000003,0.44449218
0.0,0.0,50.436,9.662068966,9.043082414,24.0,25.0,7.0,10.0,28.9,5.22,0.065772,1.26,3.26,4.12,0.004,0.48,0.091954023,4,1,2,4,2,7.3839999999999995,9.953764596
0.0,0.0,9.833880236,2.260570666,1.545557646,48.0,15.0,8.0,2.0,118.6590784,4.0,0.124982655,3.02418942,0.186193333,6.996287766,0.138459433,0.38591083,0.090326842,4,1,2,3,2,7.320940532000001,14.78940281
0.0,0.0,10.5,3.0,4.025245669,168.0,25.0,7.2,10.0,0.0,3.5,0.0294,0.84,0.27537,6.12314,0.131977,0.28,0.08,4,0,2,4,2,6.530487,0.704478077
0.0,0.0,20.0,1.941747573,12.27299988,0.5,25.0,7.0,20.0,517.1319474,10.3,0.116,1.126213592,0.3,6.637846099,0.3,4.3,0.417475728,4,1,2,4,3,7.2378460989999995,5.287341018
0.0,0.0,70.63754349,7.572681395,1.0,24.0,20.0,8.0,1000.0,0.0,2.6,0.091,3.5,0.0,0.85,0.0,0.139904685,0.046790396,4,1,2,3,2,0.85,0.0
0.0,0.0,10.5,3.0,4.288693307,168.0,25.0,7.2,10.0,0.0,3.5,0.09905,2.83,0.214162,7.710825,0.078186099,0.21,0.06,4,0,2,4,2,8.003173099,6.14111117
2.8,0.045238095,23.60686144,4.395600852,4.851896312,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.87836,35.10376039,0.243204772,0.415575871,0.115299344,2,1,5,4,1,36.225325162,0.534384792
0.0,0.0,7.0,2.713178295,4.0,168.0,25.0,7.0,20.0,94.987125,2.58,0.036894,1.43,0.31807,6.384718549,0.208139199,0.377869741,0.134462408,4,1,2,2,1,6.910927747999999,1.4
0.0,0.0,129.8490325,6.870113012,1.0,24.0,20.0,8.0,1000.0,40.0,19.1,0.561,2.937172775,0.005,0.05,0.0,0.56,0.029319372,4,1,2,3,2,0.055,0.52
1.0,72.0,0.0,0.0,3.060690132,0.0,20.63761905,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.351863754,0.106514321,6,2,2,4,2,2.754609929,0.0
0.0,0.0,6.0,2.0,2.077127954,24.0,20.0,8.0,13.71454545,100.0,3.0,0.0078,0.26,0.2939625,4.181978794,0.175526751,0.499481472,0.155537024,4,1,2,4,0,4.651468045,6.39840387
0.0,0.0,20.0,3.278688525,14.43632077,2.0,25.0,7.0,20.0,84.92979923,6.1,0.111,1.819672131,0.3,5.0749,0.4,1.5,0.245901639,4,1,2,4,3,5.774900000000001,7.665512132
0.0,0.0,75.38402077,6.7601306,1.0,24.0,20.0,8.0,1000.0,0.0,4.5,0.098,2.177777778,0.0,0.0,0.0,0.15,0.033333333,4,1,2,3,2,0.0,0.35
0.0,0.0,150.0,12.29508197,45.7,168.0,25.0,8.3,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,3.792810909,0.352760177,4,0,2,2,3,35.85,10.8
0.0,0.0,10.5,3.0,4.511914201,168.0,25.0,7.2,10.0,0.0,3.5,0.00735,0.21,0.522756667,6.084286099,0.141490766,0.21,0.06,4,0,2,4,2,6.748533532,0.90432327
0.0,0.0,25.0,5.0,12.89463114,168.0,20.0,8.0,37.29,152.1454215,5.0,0.084254577,1.809077852,0.21297,4.034561042,0.686224711,0.876210729,0.217839945,4,1,2,4,0,4.933755753000001,0.0
0.0,0.0,71.49804349,8.45831262,1.0,24.0,20.0,8.0,1000.0,0.0,2.0,0.086,4.3,0.0,0.66,0.0,0.115376012,0.047817113,4,1,2,3,2,0.66,0.0
1.2,1.0,40.0,4.938271605,27.53674497,1.0,20.0,7.0,25.12,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,0.470214603
0.0,0.0,12.0,3.0,6.607722118,53.0,25.0,7.2,10.0,0.0,4.0,0.0964,2.41,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,0.234031414
10.505,0.5,1.0,0.052356021,6.62592118,1.0,24.48,7.388672549,20.445,1131.083099,19.1,0.18336,0.96,1.2,18.4326766,0.252883099,3.996108827,0.364108043,5,1,2,4,3,19.885559699,38.45591551
0.0,0.0,73.85319362,10.90388728,1.0,24.0,20.0,8.0,1000.0,0.0,1.2,0.034,2.833333333,0.0,0.03,0.0,0.06,0.05,4,1,2,3,2,0.03,0.0
0.0,0.0,15.44721911,4.000314143,3.360567376,4.0,35.0,8.0,2.0,232.0956594,4.0,0.083504226,2.241658351,0.474003636,4.068716099,0.126772571,0.508283968,0.126768802,4,1,2,3,2,4.669492306,16.55549379
0.0,0.0,19.17,4.26,3.531339087,24.0,25.0,7.0,10.0,48.99178005,4.5,0.04,0.888888889,1.4,2.9,0.066882965,0.506652637,0.138597045,4,1,2,4,2,4.366882964999999,7.0045522
0.0,0.0,11.12471042,3.350398291,4.0,168.0,20.0,7.0,1.0,141.9003916,3.320414306,0.117544832,3.540065213,0.182135,8.888552199,0.143870539,0.215279503,0.0534498,4,1,5,4,2,9.214557738,1.865754563
0.0,0.0,76.4353138,9.791664054,1.0,24.0,20.0,8.0,1000.0,0.0,1.4,0.068,4.857142857,0.0,0.0,0.0,0.04,0.028571429,4,1,2,3,2,0.0,0.45
0.0,0.0,74.11698132,7.340646478,1.0,24.0,20.0,8.0,1000.0,10.0,2.8,0.149,5.321428571,0.0,0.0,0.0,0.1,0.035714286,4,1,2,3,2,0.0,0.17
0.0,0.0,25.0,4.051863857,9.893331009,0.5,25.0,7.0,50.0,160.0,6.17,0.120932,1.96,0.82665,2.692934397,0.256069695,1.117895247,0.189053506,4,1,2,4,1,3.775654092,0.391966708
0.0,0.0,8.0,4.0,3.052328753,72.0,21.0,7.0,28.0,100.2948127,2.0,0.047058109,1.930138114,0.09513,4.551518459,0.209378144,0.19,0.095,4,0,2,4,0,4.856026603,0.21
0.0,0.0,77.7373038,9.958029779,1.0,24.0,20.0,8.0,1000.0,40.0,1.2,0.055,4.583333333,0.0,0.0,0.0,0.04,0.033333333,4,1,2,3,2,0.0,0.0
0.0,0.0,10.0,1.828153565,6.519142425,72.0,22.5,7.2,5.0,0.0,5.47,0.193,3.52833638,2.0,0.0,0.0,0.449249789,0.058510759,4,1,7,4,2,2.0,2.206930008
0.0,0.0,8.0,1.6,1.64956418,120.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,1,7,4,2,0.0,7.516570172
0.0,0.0,10.0,0.819672131,1.3,168.0,25.0,7.0,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,2.909666944,0.288429275,4,0,2,2,3,35.85,8.5
0.0,0.0,10.0,2.48818114,4.864838399,72.0,20.0,7.8,10.0,457.3740187,4.019,0.078559998,2.187733994,0.031,0.806,0.009,0.51,0.126897238,4,1,0,4,1,0.8460000000000001,8.828754627
0.0,0.0,74.04624132,7.081463328,1.0,24.0,20.0,8.0,1000.0,0.0,3.4,0.125,3.676470588,0.0,0.01,0.0,0.08,0.023529412,4,1,2,3,2,0.01,0.0
0.0,0.0,6.0,2.0,2.182880155,24.0,20.0,7.0,10.74454545,100.0,3.0,0.0111,0.37,0.2248625,4.199917092,0.162400521,0.470897937,0.144273428,4,1,2,4,0,4.5871801130000005,7.049708027
0.8209215,0.423238396,6.0,2.0,3.043249493,72.0,22.71763158,6.5,40.0,150.0,3.0,0.12,4.0,0.343468333,11.3346444,0.266813191,0.253500958,0.076891128,2,1,2,4,2,11.944925924000001,6.204581602
0.0,0.0,15.0,3.191489362,6.5,10.0,25.0,7.0,20.0,60.0,4.7,0.08,1.70212766,0.3,14.6,0.07,0.05,0.010638298,4,1,2,4,3,14.97,17.00074677
0.0,0.0,250.0,100.0,14.06666667,168.0,25.0,7.0,20.0,178.9409895,2.5,0.034,1.36,1.410951667,5.315583468,0.209256099,2.55664,0.44449286,4,0,2,2,1,6.935791234,1.333333333
0.0,0.0,5.0,1.666666667,3.892696154,24.0,20.0,7.0,17.93954545,100.0,3.0,0.003,0.1,0.3980125,3.999783688,0.252276949,0.578857359,0.167009264,4,0,2,4,0,4.650073137,2.010532037
0.0,0.0,5.0,1.666666667,2.054035968,24.0,20.0,7.0,11.03454545,100.0,3.0,0.0078,0.26,0.3197825,4.297960993,0.18100285,0.468225437,0.144958431,4,1,2,4,0,4.7987463429999995,8.51096525
0.0,0.0,172.338561,13.8569401,1.0,24.0,20.0,8.0,1000.0,40.0,1.6,0.047,2.9375,0.0,0.0,0.0,0.08,0.05,4,1,2,3,2,0.0,0.25
0.0,0.0,22.88354622,2.855061222,4.0,168.0,20.0,7.0,1.0,272.7995508,8.015080741,0.328800515,4.102273268,1.53956,42.8170844,0.223103474,0.668540947,0.111388515,4,1,5,4,2,44.579747874,3.991328795
0.0,0.0,37.5,5.0,17.60973603,168.0,20.0,8.0,38.54,159.6283892,7.5,0.094198395,1.692528432,0.33201,3.444204943,0.547484397,1.400946703,0.231857554,4,1,2,4,0,4.32369934,0.0
0.0,0.0,12.0,3.0,5.429864615,168.0,25.0,7.2,10.0,0.0,4.0,0.1516,3.79,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,7.68
0.0,0.0,72.9036626,9.881819719,1.0,24.0,20.0,8.0,1000.0,0.0,2.3,0.025,1.086956522,0.0,0.05,0.0,0.063807105,0.025262169,4,1,2,3,2,0.05,0.31
0.0,0.0,20.0,10.52631579,4.829764844,0.166666667,25.0,7.0,2.0,48.0,1.9,0.0247,1.3,1.170114921,4.1031,0.216524121,0.17,0.089473684,4,1,7,4,1,5.489739042,0.601524475
0.0,0.0,6.0,2.0,4.011424067,24.0,20.0,7.0,18.27,500.0,3.0,0.003,0.1,0.38325,4.258507092,0.223846949,0.615853333,0.186136648,4,0,2,4,0,4.865604041000001,1.504289213
0.0,0.0,15.0,3.0,4.579357704,24.0,25.0,7.0,10.0,0.0,5.0,0.166,3.32,0.12,0.7,0.003,0.47,0.094,4,1,2,4,2,0.823,18.90269791
0.0,0.0,36.0,18.27411168,19.2,168.0,25.0,8.3,20.0,604.3055319,1.97,0.050038,2.54,0.0,9.937541953,0.335581199,0.683592191,0.289203287,4,0,2,2,2,10.273123152,0.4
0.0,0.0,6.0,2.0,4.71332636,24.0,20.0,8.0,16.62954545,100.0,3.0,0.0078,0.26,0.2735525,4.221636596,0.283701124,0.469244805,0.14772186,4,0,2,4,0,4.77889022,3.705354645
0.0,0.0,27.72691917,5.874898016,1.0,24.0,20.0,8.0,1000.0,0.0,2.1,0.043,2.047619048,0.0,0.0,0.0,0.23,0.10952381,4,1,2,3,2,0.0,0.35
4.0,0.05125,22.53724226,4.139629542,4.596828693,72.0,20.0,7.0,5.0,851.2,4.0,0.24,6.0,0.88905,32.6464944,0.308775871,0.409347279,0.125271333,5,1,5,4,1,33.844320271,2.064445739
0.0,0.0,10.0,1.386962552,3.744482197,72.0,25.0,7.0,10.0,64.31579917,7.21,0.26,3.606102635,0.15,140.0,0.06,0.429665872,0.089953426,4,1,2,4,2,140.21,6.603678778
0.0,0.0,10.33005165,2.570461786,1.0,24.0,22.135,7.6,0.0,59.0,5.4,0.1,1.851851852,0.12,3.432349397,0.135132199,0.448870589,0.093704541,4,1,2,0,1,3.687481596,8.4
0.0,0.0,8.0,1.6,5.866964161,48.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,0,7,4,2,0.0,1.358086776
0.0,0.0,45.0,10.0,7.904909053,72.0,20.0,7.0,5.0,0.0,4.5,0.0738,1.64,0.827767143,6.6393,0.183152496,0.375,0.083333333,4,1,2,4,2,7.650219639,6.9
0.0,0.0,4.0,2.030456853,1.2,168.0,25.0,7.0,20.0,236.0048758,1.97,0.050038,2.54,0.0,7.40738135,0.201118298,0.278581389,0.122178168,4,1,2,2,2,7.608499648,6.1
0.0,0.0,10.5,3.0,4.868609104,168.0,25.0,7.2,10.0,0.0,3.5,0.08435,2.41,0.15154,13.65523,0.074719701,0.072916666,0.020833333,4,0,2,4,2,13.881489701,0.679763657
0.0,0.0,250.0,83.61204013,20.6,168.0,25.0,7.0,20.0,35.79900798,2.99,0.043056,1.44,1.134332273,4.595304897,0.171898562,3.22052,0.378698569,4,0,2,2,1,5.901535732,1.666666667
0.0,0.0,7.0,1.440329218,3.8,168.0,25.0,7.0,20.0,283.9782263,4.86,0.047142,0.97,0.501275882,7.450603442,0.236217596,0.535907688,0.15921962,4,1,2,2,1,8.18809692,1.9
0.0,0.0,13.79948975,5.521812266,2.459245793,24.0,22.0,7.5,10.0,481.4814815,2.0,0.044,2.2,0.223606429,3.6833,0.146351596,0.381648639,0.129329017,4,1,2,4,2,4.053258025,0.435425492
0.0,0.0,72.19505064,8.80671315,1.0,24.0,20.0,8.0,1000.0,0.0,2.0,0.071,3.55,0.0,0.0,0.0,0.08,0.04,4,1,2,3,2,0.0,0.25
0.0,0.0,15.0,3.0,10.1,24.0,25.0,7.0,20.0,0.0,5.0,0.35,7.0,0.0,0.0,0.0,0.02,0.004,4,0,2,4,2,0.0,1.73251843
0.0,0.0,25.49182681,4.338819046,1.0,24.0,20.0,8.0,1000.0,0.0,2.8,0.026,0.928571429,0.0,1.85,0.0,0.267753197,0.102118975,4,1,2,3,2,1.85,0.29
0.0,0.0,73.18402132,7.149631964,1.0,24.0,20.0,8.0,1000.0,0.0,3.1,0.122,3.935483871,0.0,0.0,0.0,0.15,0.048387097,4,1,2,3,2,0.0,0.36
0.0,0.0,250.0,99.20634921,18.36666667,168.0,25.0,7.0,20.0,174.9121561,2.52,0.033012,1.31,1.195778939,5.586529567,0.27927,3.17521,0.461026537,4,0,2,2,1,7.061578506000001,1.333333333
0.0,0.0,15.0,5.0,4.78632316,168.0,20.0,8.0,17.34,196.8138048,3.0,0.034519079,1.063189741,0.28813,2.93362934,0.340033441,0.523560256,0.160128539,4,1,2,4,0,3.5617927810000003,0.0
0.0,0.0,30.8059556,6.799226081,1.0,24.0,20.0,8.0,1000.0,40.0,1.1,0.022,2.0,0.0,0.02,0.0,0.07,0.063636364,4,1,2,3,2,0.02,0.31
0.0,0.0,10.5,3.0,8.5085785,168.0,25.0,7.2,10.0,0.0,3.5,0.0476,1.36,0.22177,6.799550496,0.324788298,0.91,0.26,4,0,2,4,1,7.346108794,1.651751631
0.0,0.0,171.1641843,14.51427601,1.0,24.0,20.0,8.0,1000.0,40.0,0.6,0.028,4.666666667,0.0,0.09,0.0,0.03,0.05,4,1,2,3,2,0.09,0.0
0.0,0.0,71.79481647,8.114649149,1.0,24.0,20.0,8.0,1000.0,30.0,2.3,0.109,4.739130435,0.015,0.86,0.0,0.147344114,0.046833433,4,1,2,3,2,0.875,0.44
0.0,0.0,74.1907757,10.91934421,1.0,24.0,20.0,8.0,1000.0,0.0,1.0,0.019,1.9,0.0,0.06,0.0,0.03,0.03,4,1,2,3,2,0.06,0.19
0.0,0.0,12.0,3.0,8.086427641,24.0,25.0,7.2,10.0,0.0,4.0,0.0104,0.26,0.46664,3.460484397,0.107399199,0.76,0.19,4,0,2,4,1,4.034523596,0.201767207
0.0,0.0,20.0,1.639344262,2.8,168.0,25.0,7.0,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,3.322493833,0.28360558,4,0,2,2,3,35.85,20.7
0.0,0.0,213.0,14.68965517,16.10159288,168.0,25.0,7.0,20.0,62.0,14.5,0.377,2.6,19.8,0.0,0.0,1.0,0.068965517,4,0,2,2,3,19.8,7.974041001
2.2,0.031818182,25.05978853,4.504376256,5.256144823,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.80916,33.68586039,0.27066807,0.423799176,0.115976241,5,1,5,4,1,34.76568846,9.072538762
0.0,0.0,7.772135978,3.033787901,4.0,168.0,20.0,7.0,1.0,313.6763474,2.561858716,0.06015666,2.348164605,0.13035,4.856948865,0.080991397,0.333159632,0.108484948,4,1,5,4,2,5.068290262,14.43405714
0.0,0.0,7.001133209,3.952190155,4.0,168.0,20.0,7.0,1.0,190.8073017,1.771456568,0.043118986,2.434097832,0.19417,5.265942199,0.145812199,0.314837128,0.136869485,4,1,5,4,2,5.605924398,11.5767402
0.0,0.0,10.0,4.347826087,4.456015763,21.0,22.0,6.9,10.0,0.0,2.3,0.054016599,1.69765813,0.05,2.8,0.02,0.4,0.173913043,4,0,2,4,1,2.8699999999999997,0.929796469
0.0,0.0,250.0,116.2790698,16.93333333,168.0,25.0,7.0,20.0,208.3612476,2.15,0.026015,1.21,1.757428939,9.036176234,0.30494,3.054450256,0.546192563,4,0,2,2,1,11.098545173,1.2
0.0,0.0,15.0,5.0,6.19067421,72.0,22.0,7.2,10.0,210.0,3.0,0.042,1.4,0.171912,5.006574397,0.193389471,0.25,0.083333333,4,0,7,4,1,5.371875867999999,2.978056287
0.0,0.0,28.16267327,5.200603937,1.0,24.0,20.0,8.0,1000.0,0.0,2.1,0.102,4.857142857,0.0,0.54,0.0,0.19,0.09047619,4,1,2,3,2,0.54,0.44
0.0,0.0,300.0,84.98583569,17.4,168.0,25.0,7.0,20.0,60.92236673,3.53,0.049067,1.39,1.095457273,5.379330135,0.258802463,3.847315,0.398595179,4,0,2,2,1,6.733589871,3.5
0.0,0.0,47.2,3.806451613,17.66124463,24.0,25.0,7.0,20.0,78.39716667,12.4,0.136,1.096774194,0.38407,5.112146099,0.19146,3.21,0.258870968,4,1,2,4,3,5.687676099000001,1.944495226
0.0,0.0,8.0,1.6,0.032060386,72.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,1,7,4,2,0.0,8.435253194
0.0,0.0,213.0,30.0,21.61883332,168.0,25.0,7.0,20.0,44.0,7.1,0.0781,1.1,2.4,2.99,0.07,1.3,0.183098592,4,0,2,2,3,5.460000000000001,7.273456744
0.0,0.0,10.0,4.078303426,4.565606917,72.0,20.0,7.8,10.0,18.0,2.452,0.072127777,2.623544532,0.071,1.085,0.004,0.07,0.028548124,4,1,0,4,1,1.16,16.04582114
0.0,0.0,9.661285384,2.229699323,1.596763404,72.0,4.0,8.0,2.0,136.4808308,4.0,0.127728302,3.173707434,0.177083333,8.063551064,0.112722199,0.338298355,0.088423459,4,1,2,3,2,8.353356596000001,16.34645007
0.0,0.0,8.0,4.0,3.478937495,72.0,21.0,7.0,28.0,98.07481401,2.0,0.049735853,2.090460771,0.11337,7.262148459,0.241709846,0.07,0.035,4,1,2,4,0,7.617228304999999,0.52
0.0,0.0,718.2833333,11.83333333,33.09794894,48.0,25.0,7.0,119.84,151.9767711,60.7,0.738543239,2.015982429,0.161,4.98,0.181,16.3,0.268533773,4,1,7,4,3,5.322,5.601588571
0.0,0.0,20.0,4.0,5.488517535,168.0,22.0,7.5,5.0,0.0,5.0,0.112,2.24,0.0,0.0,0.0,0.104,0.0208,4,0,7,4,2,0.0,5.60694
0.0,0.0,20.0,4.0,5.774472697,168.0,22.0,7.5,5.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.0705,0.0141,4,0,7,4,2,0.0,9.94957
0.0,0.0,5.3,1.0,5.098882826,0.333333333,25.0,8.1,0.0,12900.0,5.3,0.079,1.490566038,0.52931,6.166294397,0.303054606,2.067855308,0.35435718,4,1,3,0,3,6.998659002999999,1.031422594
0.0,0.0,480.4333333,11.83333333,21.22370797,48.0,25.0,7.0,66.71,85.36091802,40.6,0.167492495,1.867478475,0.061,1.0,0.011,2.7,0.066502463,4,1,7,4,3,1.0719999999999998,1.53811504
0.0,0.0,41.05,3.966183575,15.81873988,72.0,25.0,7.004214286,27.52,0.0,10.35,0.079695,0.77,1.1724,11.12946099,0.269560285,1.68,0.162318841,4,1,2,4,0,12.571421275,8.044972803
0.0,0.0,72.07519418,7.216470794,1.0,24.0,20.0,8.0,1000.0,0.0,3.2,0.116,3.625,0.0,1.03,0.0,0.139402866,0.039484454,4,1,2,3,2,1.03,0.35
0.563976974,0.5,9.0,2.884615385,6.067192407,24.0,25.0,7.0,10.0,466.8225648,3.12,0.068219997,2.155457392,0.78,0.7,0.006,0.92,0.294871795,2,1,0,4,2,1.486,0.526883766
0.0,0.0,72.14422132,7.558233107,1.0,24.0,20.0,8.0,1000.0,0.0,3.1,0.116,3.741935484,0.0,0.15,0.0,0.08,0.025806452,4,1,2,3,2,0.15,0.11
0.0,0.0,30.0,2.631578947,3.7,168.0,25.0,7.0,20.0,138.4501932,11.4,0.16188,1.42,0.12,13.38384919,0.160961286,3.522483833,0.284008646,4,0,2,2,3,13.664810475999998,8.1
0.0,0.0,4.65,3.0,4.591516102,72.0,25.0,7.188166667,29.785,0.0,1.55,0.01891,1.22,0.450923913,10.36312709,0.222380342,0.26,0.167741935,4,0,2,4,0,11.036431345,0.576220704
0.0,0.0,7.252775459,4.102750881,4.0,168.0,20.0,7.0,1.0,198.0556092,1.767783536,0.065248132,3.690957102,0.19322,9.150946099,0.141020397,0.274123918,0.137619433,4,1,5,4,2,9.485186496,0.991413245
0.0,0.0,10.0,2.0,4.336719381,24.0,22.0,6.9,10.0,0.0,5.0,0.4145,8.3,0.0,0.0,0.0,0.13,0.026,4,1,2,4,2,0.0,7.425246239
0.0,0.0,9.37341204,3.608174661,1.0,24.0,21.38,8.4,0.0,68.0,2.3,0.04,1.739130435,0.06572,5.034556099,0.150903298,0.352029524,0.125451804,4,1,2,0,1,5.251179397,0.75
0.0,0.0,4.0,0.8,1.80706891,72.0,23.71,7.0,10.0,210.3277037,5.0,0.05,1.0,0.63,0.354609929,0.354609929,0.757669397,0.155374087,4,0,2,4,0,1.3392198579999999,0.540823281
0.0,0.0,7.365481096,3.854768409,4.0,168.0,20.0,7.0,1.0,161.7930857,1.910745423,0.069568232,3.640894841,0.17828,10.6515561,0.137520397,0.250922969,0.096580289,4,1,5,4,2,10.967356497,1.141431379
0.0,0.0,8.382287552,2.201651776,1.0,24.0,20.0,8.0,4.0,27.0,3.13,0.124574,3.98,0.28,1.36,0.087592859,0.411278504,0.091329025,4,1,2,3,2,1.727592859,3.305584375
0.0,0.0,34.10956893,7.799551587,1.0,24.0,20.0,8.0,1000.0,40.0,0.9,0.024,2.666666667,0.0,0.03,0.0,0.07,0.077777778,4,1,2,3,2,0.03,0.33
0.0,0.0,8.078289831,2.176469585,4.0,168.0,20.0,7.0,1.0,100.4554278,3.71164839,0.075281353,2.028245814,0.13584,3.649588865,0.100865298,0.307638242,0.084814019,4,1,5,4,2,3.886294163,17.48264188
0.0,0.0,72.05187064,8.497183176,1.0,24.0,20.0,8.0,1000.0,0.0,2.2,0.086,3.909090909,0.0,0.0,0.0,0.06,0.027272727,4,1,2,3,2,0.0,0.0
0.0,0.0,27.1,4.754385965,12.8056294,72.0,25.0,6.996005556,46.4,0.0,5.7,0.05985,1.05,0.76659,8.960071539,0.42915086,2.12,0.371929825,4,1,2,4,0,10.155812399,22.37477116
0.0,0.0,5.0,1.141552511,6.124585922,0.5,23.35,7.542485714,9.955,473.9130753,4.38,0.101577627,1.862333696,0.08,4.538332199,0.197241397,2.86,0.361806942,4,1,7,4,3,4.815573596,2.153674479
0.0,0.0,1.95,1.5,3.22488611,24.0,20.0,7.0,2.0,209.0,1.3,0.017,1.307692308,0.0,0.63,0.006,0.28,0.215384615,4,1,0,4,1,0.636,0.2225298
0.0,0.0,10.0,2.127659574,7.175750322,17.0,22.0,6.9,10.0,830.0,4.7,0.0958,2.0,0.04,0.0,0.0,0.3,0.063829787,4,0,2,4,3,0.04,1.272302381
0.0,0.0,60.0,5.263157895,6.7,168.0,25.0,7.0,20.0,128.1650081,11.4,0.16188,1.42,0.12,12.44834919,0.155454286,3.035490667,0.285502694,4,0,2,2,3,12.723803475999999,10.6
0.0,0.0,20.0,10.52631579,6.065198969,2.0,25.0,7.0,2.0,448.0,1.9,0.0247,1.3,1.183434921,5.98123,0.259507814,0.17,0.089473684,4,1,7,4,1,7.424172735,0.965042905
0.0,0.0,42.0,2.131979695,5.3,168.0,25.0,7.0,20.0,178.7293038,19.7,0.50038,2.54,0.0,25.0445161,0.283316219,3.211653766,0.389900979,4,1,2,2,2,25.327832319,13.2
0.0,0.0,10.0,4.347826087,5.41226361,2.0,22.0,6.9,10.0,0.0,2.3,0.053751645,1.702172752,0.05,2.8,0.02,0.4,0.173913043,4,0,2,4,1,2.8699999999999997,0.210694263
0.0,0.0,40.0,9.367681499,35.6,168.0,25.0,7.0,20.0,66.7433334,4.27,0.043981,1.03,0.5402,6.460742449,0.422359,1.233619732,0.225483634,4,1,2,2,1,7.423301449,0.2
0.0,0.0,12.0,3.0,10.2839824,3.0,25.0,7.2,10.0,0.0,4.0,0.092,2.3,0.418688528,3.248579433,0.086145298,0.28,0.07,4,0,2,4,1,3.7534132590000002,0.190249359
